,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
1753,SMITH (WENDELL),Smith  #1,on path  between diamond and basketball courts,9912 S PRINCETON AVE,6.06,4/19/17,,,,,,,,,2.49,,,41.7138957,-87.63121724
1754,SMITH (WENDELL),Smith  #2,southeast corner of fieldhouse,9912 S PRINCETON AVE,2,4/19/17,,,2,6/27/17,,,,,67.5,2.1,57,41.7138957,-87.63121724
1755,SMITH (WENDELL),Smith  #3,southwest corner of park off 99th,9912 S PRINCETON AVE,6.83,4/19/17,,,2.39,6/27/17,,,,,30.9,28,5.2,41.7138957,-87.63121724
1756,SNAPPING TURTLE,Snapping Turtle #1,at main entrance,534 N ALBANY AVE,2,4/7/17,,,,,,,,,13.2,,,41.9119651,-87.7045882
1757,SNOWBERRY,Snowberry  #1,next to entrance on huron,1855 W HURON ST,2.62,4/4/17,,,,,,,,,7.31,,,41.8947745,-87.635662
1758,SOUTH LAKEVIEW,South Lakeview #1 - High,near entrance on woldram,1300 W WOLFRAM ST,6.57,4/26/17,,,9.89,7/10/17,,,,,18,17,33,41.9335745,-87.6520954
1759,SOUTH LAKEVIEW,South Lakeview #1 - Low,near entrance on woldram,1300 W WOLFRAM ST,7.28,4/26/17,,,9.62,7/10/17,,,,,17,17,32,41.9335745,-87.6520954
1760,SOUTH SHORE CULTL. CTR.,South Shore #1 - High,south of ballroom on path adjacent to building,7059 S SOUTH SHORE DR,2,4/6/17,,,38.1,6/29/17,,,,,,,,41.766546,-87.56483497
1761,SOUTH SHORE CULTL. CTR.,South Shore #1 - Low,south of ballroom on path adjacent to building,7059 S SOUTH SHORE DR,2,4/6/17,,,6.16,6/29/17,,,,,,,,41.766546,-87.56483497
1762,SPIKINGS FARM,Spikings Farm #1 - High,at entrance,4706 N PULASKI RD,4.11,4/22/17,,,,,,,,,8.93,,,41.96735,-87.7279949
1763,SPIKINGS FARM,Spikings Farm #1 - Low,at entrance,4706 N PULASKI RD,2,4/22/17,,,,,,,,,9.91,,,41.96735,-87.7279949
1764,SPRUCE,Spruce  #1,west of playground on blackstone,5337 S BLACKSTONE AVE,2.49,4/15/17,,,109,6/29/17,,,,,24.8,36,19,41.7797368,-87.5889532
1765,STANTON (EDWIN),Stanton  #1,between playground and ball fields,618 W SCOTT ST,2,4/15/17,,,,,,,,,2,,,41.905881,-87.64438865
1766,STANTON (EDWIN),Stanton  #2,north of basketball courts closest to the school,618 W SCOTT ST,,,,,,,2,8/9/17,,,,,,41.905881,-87.64438865
1767,STARR (ELLEN GATES),Starr  #1 - High,north of playground,2306 W MAYPOLE AVE,2,4/11/17,,,,,,,,,2,,,41.8841564,-87.6847609
1768,STARR (ELLEN GATES),Starr  #1 - Middle,north of playground,2306 W MAYPOLE AVE,2,4/11/17,,,,,,,,,2,,,41.8841564,-87.6847609
1769,STARR (ELLEN GATES),Starr  #1 - Low,north of playground,2306 W MAYPOLE AVE,2,4/11/17,,,,,,,,,2,,,41.8841564,-87.6847609
1770,STARS & STRIPES,Stars & Stripes  #1 - High,playground,5100 S NORDICA AVE,3.18,4/4/17,,,,,,,,,5.88,,,41.791554,-87.7976916
1771,STARS & STRIPES,Stars & Stripes  #1 - Middle,playground,5100 S NORDICA AVE,2.8,4/4/17,,,,,,,,,7.58,,,41.791554,-87.7976916
1772,STARS & STRIPES,Stars & Stripes  #1 - Low,playground,5100 S NORDICA AVE,2.81,4/4/17,,,,,,,,,6.66,,,41.791554,-87.7976916
1773,STOUT (FLORENCE),Stout  #1 - High,"inside northeast entrance, south of playground",5446 S GREENWOOD AVE,4.7,4/17/17,,,25.5,6/30/17,,,,,169,20,7.6,41.7593703,-87.5981078
1774,STOUT (FLORENCE),Stout  #1 - Low,"inside northeast entrance, south of playground",5446 S GREENWOOD AVE,3.84,4/17/17,,,21.1,6/30/17,,,,,174,53,8.3,41.7593703,-87.5981078
1775,STOUT (FLORENCE),Stout  #2,"west side of park, at 54th place entrance",5446 S GREENWOOD AVE,2,4/17/17,,,5.78,6/30/17,,,,,19.9,36,5.2,41.7593703,-87.5981078
1776,STROHACKER (HOWARD),Strohacker  #1,"south of playground, on kolin",4347 W 54TH ST,2,4/3/17,,,29.2,6/28/17,,,,,39.6,13,1.96,41.7948198,-87.73238142
1777,SUMAC,Sumac  #1 - High,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,3.25,4/28/17,,,,,,,,,9.2,,,41.6562103,-87.606341
1778,SUMAC,Sumac  #1 - Middle,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,2.76,4/28/17,,,,,,,,,9.6,,,41.6562103,-87.606341
1779,SUMAC,Sumac  #1 - Low,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,3.53,4/28/17,,,,,,,,,9,,,41.6562103,-87.606341
1780,SUN YAT-SEN,Sun Yat-Sen  #1 - High,"in plaza, south of entrance gateway, east of statue",251 W 24TH PL,2,5/6/17,,,,,,,,,2,,,41.8481891,-87.6366889
1781,SUN YAT-SEN,Sun Yat-Sen  #1 - Low,"in plaza, south of entrance gateway, east of statue",251 W 24TH PL,2,5/6/17,,,,,,,,,2,,,41.8481891,-87.6366889
1782,SUPERA,Supera  #1 - High,near entrance on draper,2528 N RACINE AVE,2.52,4/24/17,,,,,,,,,6.9,,,41.8929671,-87.6574132
1783,SUPERA,Supera  #1 - Middle,near entrance on draper,2528 N RACINE AVE,2.5,4/24/17,,,,,,,,,6.7,,,41.8929671,-87.6574132
1784,SUPERA,Supera  #1 - Low,near entrance on draper,2528 N RACINE AVE,2.89,4/24/17,,,,,,,,,6.6,,,41.8929671,-87.6574132
1785,SUPERIOR,Superior  #1 - High,near park entrance on hoyne,2101 W SUPERIOR ST,2.06,4/4/17,,,2.03,7/29/17,,,,,15.4,18,2,41.8956143,-87.6326053
1786,SUPERIOR,Superior  #1 - Low,near park entrance on hoyne,2101 W SUPERIOR ST,2.05,4/4/17,,,3.69,7/29/17,,,,,13.3,,,41.8956143,-87.6326053
1787,SWEET CLOVER,Sweet Clover  #1 - High,northwest of main entrance,650 N LEAMINGTON AVE,3.81,4/8/17,,,,,,,,,5.73,,,41.9077037,-87.7546754
1788,SWEET CLOVER,Sweet Clover  #1 - Low,northwest of main entrance,650 N LEAMINGTON AVE,4.07,4/8/17,,,,,,,,,6.4,,,41.9077037,-87.7546754
1789,SYCAMORE,Sycamore  #1,inside entrance on greenwood,5109 S GREENWOOD AVE,4.42,4/15/17,,,52.1,6/30/17,,,,,142,81,62,41.7593703,-87.5981078
1790,TAYLOR (ROBERT ROCHON),Taylor  #1,"off state, along driveway",39 W 47TH ST,3.45,4/28/17,,,,,,,,,14,,,41.8087759,-87.62814399
1791,TAYLOR (ROBERT ROCHON),Taylor  #2,on pool deck,39 W 47TH ST,2.33,4/28/17,,,,,,,,,9.5,,,41.8087759,-87.62814399
1792,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - High,in playground,704 W 42ND ST,2,4/24/17,,,,,,,,,0.12,,,41.8173378,-87.6963291
1793,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Middle,in playground,704 W 42ND ST,2,4/24/17,,,,,,,,,0.157,,,41.8173378,-87.6963291
1794,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Low,in playground,704 W 42ND ST,2,4/24/17,,,,,,,,,0.13,,,41.8173378,-87.6963291
1795,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #2,"south end of park, near baseball diamond",704 W 42ND ST,6.8,4/24/17,,,,,,,,,14.8,,,41.8173378,-87.6963291
1796,THROOP (AMOS GAGER),Throop  #1,inside northern entrance on throop,1811 S THROOP ST,2,4/11/17,,,,,,,,,2,,,41.7513798,-87.6553684
1797,THUIS (GRACE ZWIEFKA),Thuis  #1,"northwest corner of park, near playground",4800 N LAVERGNE AVE,2.45,4/4/17,,,43.4,6/15/17,,,,,125,62.6,6.84,41.8913222,-87.7505612
1798,TILL-MOBLEY (MAMIE),Till-Mobley  #1,east of basketball court,6410 S ELLIS AVE,2,4/12/17,,,26.7,8/1/17,,,,,13.4,,,41.7913898,-87.6013038
1799,TILTON (GEORGE),Tilton  #1,west of fieldhouse near basketball court,305 N KOSTNER,,,,,,,,,,,0.12,,,41.91257175,-87.73544197
1800,TOM (PING) MEML.,Ping Tom  #1 - High,west side of boathouse,1700 S WENTWORTH,3.92,4/26/17,,,,,,,,,2.1,,,41.85383525,-87.63216491
1801,TOM (PING) MEML.,Ping Tom  #1 - Low,west side of boathouse,1700 S WENTWORTH,4.09,4/26/17,,,,,,,,,2.1,,,41.85383525,-87.63216491
1802,TOM (PING) MEML.,Ping Tom  #2 - High,east side of playlot,1700 S WENTWORTH,2,4/26/17,,,,,,,,,2,,,41.85383525,-87.63216491
1803,TOM (PING) MEML.,Ping Tom  #2 - Low,east side of playlot,1700 S WENTWORTH,2,4/26/17,,,,,,,,,2,,,41.85383525,-87.63216491
1804,TOM (PING) MEML.,Ping Tom  #3 - High,"southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,2,7/8/17,,,,,,,,,2,,,41.85383525,-87.63216491
1805,TOM (PING) MEML.,Ping Tom  #3 - Low,"southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,2,7/8/17,,,,,,,,,2,,,41.85383525,-87.63216491
1806,TOM (PING) MEML.,Ping Tom  #4 - High,north of 18th behind baseball diamond,1700 S WENTWORTH,2,7/8/17,,,,,,,,,2,,,41.85383525,-87.63216491
1807,TOM (PING) MEML.,Ping Tom  #4 - Low,north of 18th behind baseball diamond,1700 S WENTWORTH,2,7/8/17,,,,,,,,,2,,,41.85383525,-87.63216491
1808,TOUHY (PATRICK),Touhy  #1 - High,"north of fieldhouse, near playground",7348 N PAULINA ST,2,4/22/17,,,,,,,,,2,,,42.01526585,-87.67297895
1809,TOUHY (PATRICK),Touhy  #1 - Middle,"north of fieldhouse, near playground",7348 N PAULINA ST,2,4/22/17,,,,,,,,,2,,,42.01526585,-87.67297895
1810,TOUHY (PATRICK),Touhy  #1 - Low,"north of fieldhouse, near playground",7348 N PAULINA ST,2,4/22/17,,,,,,,,,2,,,42.01526585,-87.67297895
1811,TOUHY (PATRICK),Touhy  #2 - High,"behind home plate of north diamond, on path",7348 N PAULINA ST,13.5,4/22/17,,,3.06,7/12/17,,,,,52,41,27,42.01526585,-87.67297895
1812,TOUHY (PATRICK),Touhy  #2 - Low,"behind home plate of north diamond, on path",7348 N PAULINA ST,13.8,4/22/17,,,3.96,7/12/17,,,,,100,41,26,42.01526585,-87.67297895
1813,TOUHY (PATRICK),Touhy  #3,"north of tennis courts, on path",7348 N PAULINA ST,17.7,4/22/17,20,6/15/17,,,,,,,73,99,82,42.01526585,-87.67297895
1814,"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #1,"northwest corner, near alley behind school",2106 W ADAMS ST,6.75,4/11/17,,,,,,,,,12,,,41.87883515,-87.67939149
1815,"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #2,northeast corner of field house,2106 W ADAMS ST,2.89,4/11/17,,,,,,,,,3.9,,,41.87883515,-87.67939149
1816,TREBES (ROBERT),Trebes  #1,north of playground,2250 N CLIFTON AVE,6.58,4/24/17,,,68.1,7/10/17,,,,,,,,41.9229181,-87.65746466
1817,TREBES (ROBERT),Trebes  #2,"on racine, behind home plate of baseball diamond",2250 N CLIFTON AVE,2,4/24/17,,,,,,,,,2,,,41.9229181,-87.65746466
1818,TRIANGLE,Triangle #1 - High,"on path, east of haskins, along juneway terrace",1750 W JUNEWAY TER,2,4/22/17,,,,,,,,,2.1,,,42.0222514,-87.6668154
1819,TRIANGLE,Triangle #1 - Low,"on path, east of haskins, along juneway terrace",1750 W JUNEWAY TER,2,4/22/17,,,,,,,,,9,,,42.0222514,-87.6668154
1820,TRUMBULL (LYMAN),Trumbull  #1,first base line of northeast diamond,2400 E 105TH ST,2,5/5/17,,,,,,,,,2,,,41.7048313,-87.56431468
1821,TRUMBULL (LYMAN),Trumbull  #2,third base line of southwest diamond,2400 E 105TH ST,3.37,5/5/17,,,,,,,,,2,,,41.7048313,-87.56431468
1822,TRUMBULL (LYMAN),Trumbull  #3 - North,"north side of fieldhouse, on path",2400 E 105TH ST,2,7/13/17,,,,,,,,,,,,41.7048313,-87.56431468
1823,TRUMBULL (LYMAN),Trumbull  #3 - South,"north side of fieldhouse, on path",2400 E 105TH ST,2,7/13/17,,,,,,,,,,,,41.7048313,-87.56431468
1824,TRUMBULL (LYMAN),Trumbull  #3 - East,"north side of fieldhouse, on path",2400 E 105TH ST,2,7/13/17,,,,,,,,,,,,41.7048313,-87.56431468
1825,TRUMBULL (LYMAN),Trumbull  #3 - West,"north side of fieldhouse, on path",2400 E 105TH ST,2,7/13/17,,,,,,,,,,,,41.7048313,-87.56431468
1826,TRUMBULL (LYMAN),Trumbull  #4,on running track,2400 E 105TH ST,2,5/5/17,,,,,,,,,2,,,41.7048313,-87.56431468
1827,TRUMBULL (LYMAN),Trumbull  #5,east of fieldhouse,2400 E 105TH ST,2,5/5/17,,,,,,,,,2,,,41.7048313,-87.56431468
1828,TRUMBULL (LYMAN),Trumbull  #6 - High,pool deck,2400 E 105TH ST,2,6/3/17,,,,,,,,,3.3,,,41.7048313,-87.56431468
1829,TRUMBULL (LYMAN),Trumbull  #6 - Low,pool deck,2400 E 105TH ST,2,6/3/17,,,,,,,,,9.4,,,41.7048313,-87.56431468
1830,TULEY (MURRAY),Tuley  #1,in front of fieldhouse,501 E 90TH PL,2,4/20/17,,,,,,,,,4.49,,,41.7301331,-87.61119968
1831,TULEY (MURRAY),Tuley  #2 - High,next to tennis courts,501 E 90TH PL,2,4/20/17,,,,,,,,,0.291,,,41.7301331,-87.61119968
1832,TULEY (MURRAY),Tuley  #2 - Low,next to tennis courts,501 E 90TH PL,2,4/20/17,,,,,,,,,0.304,,,41.7301331,-87.61119968
1833,TULEY (MURRAY),Tuley  #3,courtyard north,501 E 90TH PL,2,4/20/17,,,,,,,,,0.12,,,41.7301331,-87.61119968
1834,TULEY (MURRAY),Tuley  #4,courtyard south,501 E 90TH PL,2,4/20/17,,,,,,,,,10.3,,,41.7301331,-87.61119968
1835,TULEY (MURRAY),Tuley  #5,north pool deck,501 E 90TH PL,2,4/20/17,,,,,,,,,0.153,,,41.7301331,-87.61119968
1836,TULEY (MURRAY),Tuley  #6,south pool deck,501 E 90TH PL,2,4/20/17,,,,,,,,,0.389,,,41.7301331,-87.61119968
1837,TULEY (MURRAY),Tuley  #7 - High,west of basketball courts,501 E 90TH PL,2,4/20/17,,,,,,,,,0.12,,,41.7301331,-87.61119968
1838,TULEY (MURRAY),Tuley  #7 - Middle,west of basketball courts,501 E 90TH PL,2,4/20/17,,,,,,,,,0.296,,,41.7301331,-87.61119968
1839,TULEY (MURRAY),Tuley  #7 - Low,west of basketball courts,501 E 90TH PL,2,4/20/17,,,,,,,,,0.12,,,41.7301331,-87.61119968
1840,UNION,Union  #1,north side of pool deck,1501 W RANDOLPH ST,2.3,4/12/17,,,6.57,7/15/17,,,,,77,370,41,41.8844392,-87.641148
1841,UNION,Union  #2 - High,"inside playground, southern area",1501 W RANDOLPH ST,2,4/12/17,,,,,,,,,2,,,41.8844392,-87.641148
1842,UNION,Union  #2 - Middle,"inside playground, southern area",1501 W RANDOLPH ST,2,4/12/17,,,,,,,,,2,,,41.8844392,-87.641148
1843,UNION,Union  #2 - Low,"inside playground, southern area",1501 W RANDOLPH ST,2,4/12/17,,,,,,,,,2,,,41.8844392,-87.641148
1844,UNION,Union  #3,southwest corner of fieldhouse,1501 W RANDOLPH ST,2,4/12/17,,,,,,,,,2,,,41.8844392,-87.641148
1845,UNION,Union  #4,"south of diamond #1, north of path",1501 W RANDOLPH ST,2,4/12/17,,,,,,,,,2,,,41.8844392,-87.641148
1846,UNITY,Unity  #1,comfort station - north side,2636 N KIMBALL AVE,2,4/19/17,,,,,,,,,0.12,,,41.9416988,-87.7125657
1847,UNITY,Unity  #2,comfort station - south side,2636 N KIMBALL AVE,2,4/19/17,,,,,,,,,0.248,,,41.9416988,-87.7125657
1848,UNITY,Unity  #3,"on shower, south of spraypool, west of swingset",2636 N KIMBALL AVE,2,4/19/17,,,,,,,,,0.157,,,41.9416988,-87.7125657
1849,UNITY,Unity  #4,north of drummond,2636 N KIMBALL AVE,2,4/19/17,,,,,,,,,1.08,,,41.9416988,-87.7125657
1850,VALLEY FORGE,Valley Forge #1,north of basketball court,7001 W 59TH ST,4.73,4/3/17,,,71.8,6/28/17,,,,,36.5,43.4,14.1,41.7857454,-87.7380033
1851,VALLEY FORGE,Valley Forge #2 - High,at park entrance near 59th and nordica,7001 W 59TH ST,16.2,4/3/17,2.45,4/12/17,,,,,,,3.66,,,41.7857454,-87.7380033
1852,VALLEY FORGE,Valley Forge #2 - Middle,at park entrance near 59th and nordica,7001 W 59TH ST,22.7,4/3/17,3.03,4/12/17,,,,,,,3.43,,,41.7857454,-87.7380033
1853,VALLEY FORGE,Valley Forge #2 - Low,at park entrance near 59th and nordica,7001 W 59TH ST,70.4,4/3/17,2.57,4/12/17,,,,,,,4.56,,,41.7857454,-87.7380033
1854,VETERANS' MEMORIAL,Veterans' Memorial #1 - High,north side of playground,2820 E 98TH ST,12.3,5/5/17,,,,,,,,,2,,,41.71766235,-87.5558366
1855,VETERANS' MEMORIAL,Veterans' Memorial #1 - Middle,north side of playground,2820 E 98TH ST,13.6,5/5/17,,,,,,,,,2,,,41.71766235,-87.5558366
1856,VETERANS' MEMORIAL,Veterans' Memorial #1 - Low,north side of playground,2820 E 98TH ST,13.7,5/5/17,,,,,,,,,2,,,41.71766235,-87.5558366
1857,VIOLET,Violet  #1,south of playground entrance,4120 W TAYLOR ST,2,4/6/17,,,,,,,,,3.41,,,41.8697416,-87.6408005
1858,VITTUM (HARRIET ELIZABETH),Vittum  #1 - High,southeast of landscape building,5010 W 50TH ST,5.91,4/24/17,,,,,,,,,10.5,,,41.8024346,-87.74821484
1859,VITTUM (HARRIET ELIZABETH),Vittum  #1 - Low,southeast of landscape building,5010 W 50TH ST,5.35,4/24/17,,,,,,,,,9.19,,,41.8024346,-87.74821484
1860,VITTUM (HARRIET ELIZABETH),Vittum  #2 - High,between spray pool and basketball court,5010 W 50TH ST,3.13,4/24/17,,,,,,,,,12.4,,,41.8024346,-87.74821484
1861,VITTUM (HARRIET ELIZABETH),Vittum  #2 - Middle,between spray pool and basketball court,5010 W 50TH ST,2.85,4/24/17,,,,,,,,,11.8,,,41.8024346,-87.74821484
1862,VITTUM (HARRIET ELIZABETH),Vittum  #2 - Low,between spray pool and basketball court,5010 W 50TH ST,2.92,4/24/17,,,,,,,,,10.3,,,41.8024346,-87.74821484
1863,VITTUM (HARRIET ELIZABETH),Vittum  #3 - High,"between junior and senior diamonds, at about 50th and lawler",5010 W 50TH ST,2,4/24/17,,,,,,,,,12.4,,,41.8024346,-87.74821484
1864,VITTUM (HARRIET ELIZABETH),Vittum  #3 - Low,"between junior and senior diamonds, at about 50th and lawler",5010 W 50TH ST,2,4/24/17,,,,,,,,,13.5,,,41.8024346,-87.74821484
1865,VOGLE (HENRY JR.),Vogle  #1,near hoyne entrance,2100 W LAWRENCE AVE,4.71,4/17/17,,,35.4,7/20/17,,,,,51.6,45,7,41.9679836,-87.7511654
1866,WALLACE,Wallace  #1 - High,in playground,607 W 92ND ST,3.93,4/18/17,,,,,,,,,4.03,,,41.7267892,-87.655515
1867,WALLACE,Wallace  #1 - Low,in playground,607 W 92ND ST,4.21,4/18/17,,,,,,,,,4.45,,,41.7267892,-87.655515
1868,WALNUT,Walnut  #1 - High,between courts and playground,3801 W 45TH ST,5.34,4/24/17,,,16.3,6/9/17,,,,,34.9,39,25,41.8125553,-87.6351886
1869,WALNUT,Walnut  #1 - Low,between courts and playground,3801 W 45TH ST,5.6,4/24/17,,,18,6/9/17,,,,,33.8,38,22,41.8125553,-87.6351886
1870,WALSH (JOHN),Walsh  #1 - High,northeast corner of park,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1871,WALSH (JOHN),Walsh  #1 - Middle,northeast corner of park,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1872,WALSH (JOHN),Walsh  #1 - Low,northeast corner of park,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1873,WALSH (JOHN),Walsh  #2 - High,in north dog area,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1874,WALSH (JOHN),Walsh  #2 - Middle,in north dog area,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1875,WALSH (JOHN),Walsh  #2 - Low,in north dog area,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1876,WALSH (JOHN),Walsh  #3 - High,in south dog area,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1877,WALSH (JOHN),Walsh  #3 - Middle,in south dog area,1722 N ASHLAND AVE,2,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1878,WALSH (JOHN),Walsh  #3 - Low,in south dog area,1722 N ASHLAND AVE,6.19,4/21/17,,,,,,,,,2,,,41.9239545,-87.6681156
1879,WALSH (JOHN),Walsh  #4 - High,south of playground,1722 N ASHLAND AVE,2,4/21/17,,,2,7/10/17,,,,,15,12,12,41.9239545,-87.6681156
1880,WALSH (JOHN),Walsh  #4 - Low,south of playground,1722 N ASHLAND AVE,2,4/21/17,,,2,7/10/17,,,,,13,,,41.9239545,-87.6681156
1881,WANG (CHI CHE),Wang  #1 - High,north of playlot,1719 W WOLFRAM ST,2,4/26/17,,,,,,,,,2,,,41.9335745,-87.6520954
1882,WANG (CHI CHE),Wang  #1 - Middle,north of playlot,1719 W WOLFRAM ST,2,4/26/17,,,,,,,,,2,,,41.9335745,-87.6520954
1883,WANG (CHI CHE),Wang  #1 - Low,north of playlot,1719 W WOLFRAM ST,2,4/26/17,,,,,,,,,2,,,41.9335745,-87.6520954
1884,WARD (A. MONTGOMERY),Ward  #1 - High,"in dog area, in the middle of the fence facing kingsbury",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1885,WARD (A. MONTGOMERY),Ward  #1 - Low,"in dog area, in the middle of the fence facing kingsbury",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1886,WARD (A. MONTGOMERY),Ward  #1 - Dog,"in dog area, in the middle of the fence facing kingsbury",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1887,WARD (A. MONTGOMERY),Ward  #2 - High,"in playground area, between swingset and picnic area",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1888,WARD (A. MONTGOMERY),Ward  #2 - Middle,"in playground area, between swingset and picnic area",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1889,WARD (A. MONTGOMERY),Ward  #2 - Low,"in playground area, between swingset and picnic area",630 N KINGSBURY AVE,2,4/13/17,,,,,,,,,2,,,41.893642,-87.641935
1890,WARREN (LAURENCE),Warren  #1,"northwest corner of park, north of playlot",6621 N WESTERN AVE,3.29,4/13/17,,,15.9,8/19/17,,,,,41,89,10,42.0021856,-87.68892885
1891,WARREN (LAURENCE),Warren  #2,near golf bathroom,6621 N WESTERN AVE,5.62,5/27/17,,,189,8/19/17,,,,,186,140,16,42.0021856,-87.68892885
1892,WARREN (LAURENCE),Warren  #3,northeast corner of park near playlot,6621 N WESTERN AVE,7.65,5/27/17,,,54.2,8/19/17,,,,,163,48,13,42.0021856,-87.68892885
1893,WARREN (LAURENCE),Warren  #4,"east of baseball diamond, west of golf course, on path",6621 N WESTERN AVE,6,4/13/17,,,40.8,8/19/17,,,,,50.4,62,24,42.0021856,-87.68892885
1894,WARREN (LAURENCE),Warren  #5,north of tennis courts,6621 N WESTERN AVE,2.42,4/13/17,,,5.94,8/19/17,,,,,17.7,18,4.4,42.0021856,-87.68892885
1895,WARREN (LAURENCE),Warren  #6,southwest playlot,6621 N WESTERN AVE,6.42,4/13/17,,,46.9,8/19/17,,,,,40.9,120,19,42.0021856,-87.68892885
1896,WARREN (LAURENCE),Warren  #7,cricket field,6621 N WESTERN AVE,2,4/13/17,,,6.05,8/19/17,,,,,21.4,46,3.3,42.0021856,-87.68892885
1897,WARREN (LAURENCE),Warren  #8,"horseshoe pit, east of cricket field",6621 N WESTERN AVE,2,4/13/17,,,5.8,8/19/17,,,,,19.3,35,4.7,42.0021856,-87.68892885
1898,WASHINGTON (DINAH),Washington (Dinah) #1 - High,at entrance on south chicago,8215 S EUCLID AVE,2,5/2/17,,,2,6/30/17,,,,,2,,,41.766825,-87.5775448
1899,WASHINGTON (DINAH),Washington (Dinah) #1 - Low,at entrance on south chicago,8215 S EUCLID AVE,2,5/2/17,,,2,6/30/17,,,,,2,,,41.766825,-87.5775448
1900,WASHINGTON (GEORGE),Washington (George)  #1,"south east of fountain of time, south side of best",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,,,,,,,3.84,,,41.793383,-87.615489
1901,WASHINGTON (GEORGE),Washington (George)  #2,"south of 7 hills comfort station, south of 57th street",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,,,,,,,4.85,,,41.793383,-87.615489
1902,WASHINGTON (GEORGE),Washington (George)  #3,"east side of payne, south of se trades building",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,31.7,6/30/17,,,,,24,15,2,41.793383,-87.615489
1903,WASHINGTON (GEORGE),Washington (George)  #4,east of casting pond on morgan,5531 S DR MARTIN LUTHER KING JR DR,3.71,4/8/17,,,40.9,6/29/17,,,,,22.7,28,3.7,41.793383,-87.615489
1904,WASHINGTON (GEORGE),Washington (George)  #5,"south east of 55th comfort station, on path",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,163,6/30/17,,,,,15.4,5.2,2,41.793383,-87.615489
1905,WASHINGTON (GEORGE),Washington (George)  #6,southeast corner of 55th and cottage playground,5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,1380,6/30/17,,,,,46.6,64,3.8,41.793383,-87.615489
1906,WASHINGTON (GEORGE),Washington (George)  #7,"in field, south side of armory building",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,,,,,,,5.13,,,41.793383,-87.615489
1907,WASHINGTON (GEORGE),Washington (George)  #8,"west side of payne, west of armory building",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,,,,,,,0.424,,,41.793383,-87.615489
1908,WASHINGTON (GEORGE),Washington (George)  #9,south of northwest playground/spraypool,5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,30,6/30/17,,,,,35.9,34,11,41.793383,-87.615489
1909,WASHINGTON (GEORGE),Washington (George)  #10,"west side of west path, east of school",5531 S DR MARTIN LUTHER KING JR DR,2.94,4/8/17,,,,,,,,,5.04,,,41.793383,-87.615489
1910,WASHINGTON (GEORGE),Washington (George)  #11,"west of west cricket field, in field",5531 S DR MARTIN LUTHER KING JR DR,2,4/8/17,,,,,,,,,0.749,,,41.793383,-87.615489
