park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result, 2017_follow_up_sample_date,2017_epa_first_draw_result, 2017_epa_first_draw_sample_date, follow_up_field_result, follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min 
BUENA CIRCLE,Buena Circle  #1 - High,Center of park,1049  W BUENA,7.62,5/3/17,,,40.9,8/4/17,,,,,-,,
BUENA CIRCLE,Buena Circle  #1 - Low,Center of park,1049  W BUENA,7.97,5/3/17,,,83,8/4/17,,,,,-,,
BURNHAM (DANIEL),Burnham  #1 - High,"On McFetridge, near Soldier Memorial statue",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #1 - Low,"On McFetridge, near Soldier Memorial statue",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #2 - High,Children's garden entrance,425 E MCFETRIDGE DR,2.09,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #2 - Middle,Children's garden entrance,425 E MCFETRIDGE DR,2.39,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #2 - Low,Children's garden entrance,425 E MCFETRIDGE DR,2.46,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #3 - High,Soldier Field gate 28,425 E MCFETRIDGE DR,3.87,4/4/17,,,,,,,,,2.4,,
BURNHAM (DANIEL),Burnham  #3 - Low,Soldier Field gate 29,425 E MCFETRIDGE DR,3.84,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #4 - High,"Burnham Harbor dock, gate E, on path",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #4 - Low,"Burnham Harbor dock, gate E, on path",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #5 - High,Soldier Field gate 14,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #5 - Low,Soldier Field gate 15,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #6 - High,South of Soldier Field in underpass,425 E MCFETRIDGE DR,-,,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #6 - Low,South of Soldier Field in underpass,425 E MCFETRIDGE DR,-,,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #7 - High,"North side of Waldron, on path",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #7 - Low,"North side of Waldron, on path",425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #8 - High,South side of sledding hill,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #8 - Low,South side of sledding hill,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #9,"North end of McCormick Place, by waterfall, on path",425 E MCFETRIDGE DR,137,4/4/17,<2.0,5/30/17,13.4,8/5/17,2,7/12/17,,,24,25,5
BURNHAM (DANIEL),Burnham  #10,"South end of McCormick Place by waterfall, on path",425 E MCFETRIDGE DR,2.97,4/4/17,,,,,,,,,2.8,,
BURNHAM (DANIEL),Burnham  #11,"Firefighter Memorial, south, on path",425 E MCFETRIDGE DR,17.2,4/5/17,2.42,5/23/17,37.1,8/5/17,6,7/12/17,,,60,110,68
BURNHAM (DANIEL),Burnham  #12 - High,31st Street Beachhouse,425 E MCFETRIDGE DR,<2.0,4/17/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #12 - Low,31st Street Beachhouse,425 E MCFETRIDGE DR,<2.0,4/17/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #13 - High,On 31st Harbor building,425 E MCFETRIDGE DR,<2.0,4/17/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #13 - Low,On 31st Harbor building,425 E MCFETRIDGE DR,<2.0,4/17/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #14 - High,31st Street skatepark,425 E MCFETRIDGE DR,<2.0,6/1/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #14 - Low,32nd Street skatepark,425 E MCFETRIDGE DR,<2.0,6/1/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #15 - High,South of 41st Street beach house,425 E MCFETRIDGE DR,<2.0,4/21/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #15 - Low,South of 41st Street beach house,425 E MCFETRIDGE DR,<2.0,4/21/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #15 - Dog,South of 41st Street beach house,425 E MCFETRIDGE DR,<2.0,4/21/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #16 - High,West of 41st Street beachhouse on path,425 E MCFETRIDGE DR,<2.0,4/5/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #16 - Low,West of 41st Street beachhouse on path,425 E MCFETRIDGE DR,<2.0,4/5/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #17,"42nd Street, on path, by basketball courts",425 E MCFETRIDGE DR,8.42,4/6/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #18,43rd Street comfort station,425 E MCFETRIDGE DR,<2.0,4/6/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #19 - High,44th Street on bike path,425 E MCFETRIDGE DR,18.9,5/18/17,4.01,6/5/17,25.2,8/5/17,10,6/29/17,11,7/12/17,37,93,18
BURNHAM (DANIEL),Burnham  #19 - Middle,45th Street on bike path,425 E MCFETRIDGE DR,18.9,5/18/17,4,6/5/17,24.9,8/5/17,,,,,42,89,18
BURNHAM (DANIEL),Burnham  #19 - Low,46th Street on bike path,425 E MCFETRIDGE DR,17.8,5/18/17,4.11,6/5/17,27.6,8/5/17,,,,,40,89,18
BURNHAM (DANIEL),Burnham  #20,"Burnham playground, south of 47th, west of LSD",425 E MCFETRIDGE DR,3.08,4/7/17,,,,,,,,,2.5,,
BURNHAM (DANIEL),Burnham  #21,"48th Street, east of LSD, on path",425 E MCFETRIDGE DR,<2.0,4/6/17,,,7.41,6/5/17,7,7/12/17,,,24,30,6
BURNHAM (DANIEL),Burnham  #22,"West of LSD, south of 47th, on Cornell to ballfield",425 E MCFETRIDGE DR,<2.0,4/5/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #23,"South of 49th Street comfort station, on path",425 E MCFETRIDGE DR,<2.0,4/6/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #24,"51st Street bridge, east of LSD",425 E MCFETRIDGE DR,44.8,4/6/17,14.5,5/23/17,46.8,8/5/17,,,,,21,53,5.9
BURNHAM (DANIEL),Burnham  #25,"Burnham Playground at 54th, west of LSD",425 E MCFETRIDGE DR,<2.0,4/5/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #26,"North side, on Promontory Point",425 E MCFETRIDGE DR,653,4/5/17,<2.0,4/20/17,,,,,,,3.9,,
BURNHAM (DANIEL),Burnham  #27 - North,"55th Street, Wallach Fountain",425 E MCFETRIDGE DR,<2.0,4/7/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #27 - East,"56th Street, Wallach Fountain",425 E MCFETRIDGE DR,<2.0,4/7/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #27 - South,"57th Street, Wallach Fountain",425 E MCFETRIDGE DR,<2.0,4/7/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #27 - Dog,"58th Street, Wallach Fountain",425 E MCFETRIDGE DR,<2.0,4/7/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #28 - High,"South side, on Promontory Point",425 E MCFETRIDGE DR,<2.0,4/5/17,,,3.38,6/29/17,,,,,<2.0,,
BURNHAM (DANIEL),Burnham  #28 - Middle,"South side, on Promontory Point",425 E MCFETRIDGE DR,-,,,,3.33,6/29/17,,,,,-,,
BURNHAM (DANIEL),Burnham  #28 - Low,"South side, on Promontory Point",425 E MCFETRIDGE DR,<2.0,4/5/17,,,3.39,6/29/17,,,,,<2.0,,
BURNHAM (DANIEL),Burnham #29 - High,"On path, south of Waldron, east of Museum Campus",425 E MCFETRIDGE DR,<2.0,4/4/17,,,<2.0,6/5/17,<2.0,7/13/17,,,-,,
BURNHAM (DANIEL),Burnham #29 - Low,"On path, south of Waldron, east of Museum Campus",425 E MCFETRIDGE DR,<2.0,4/4/17,,,<2.0,6/5/17,,,,,-,,
BURNHAM (DANIEL),Burnham #30 - High,Southwest of Soldier Field Gate 1,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham #30 - Low,Southwest of Soldier Field Gate 1,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham #31 - High,Southeast of Soldier Field Gate 1,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNHAM (DANIEL),Burnham #31 - Low,Southeast of Soldier Field Gate 1,425 E MCFETRIDGE DR,<2.0,4/4/17,,,,,,,,,<2.0,,
BURNSIDE (AMBROSE),Burnside  #1,"AT SIDEWALK ON GREENWOOD, NEAR PLAYGROUND",9400 S GREENWOOD AVE,<2.0,5/2/17,,,,,,,,,<2.0,,
BURNSIDE (AMBROSE),Burnside  #2,EAST OF CENTER PATH NEAR TENNIS COURTS,9400 S GREENWOOD AVE,<2.0,5/2/17,,,,,,,,,3.3,,
BURNSIDE (AMBROSE),Burnside  #3,"NORTHWEST CORNER OF PARK, WEST OF PATH",9400 S GREENWOOD AVE,<2.0,5/2/17,,,,,,,,,7.4,,
BUTTERCUP,Buttercup  #1 - High,NEAR ENTRANCE ON SHERIDAN,4913 N SHERIDAN RD,<2.0,4/24/17,,,,,,,,,<2.0,,
BUTTERCUP,Buttercup  #1 - Middle,NEAR ENTRANCE ON SHERIDAN,4913 N SHERIDAN RD,<2.0,4/24/17,,,,,,,,,<2.0,,
BUTTERCUP,Buttercup  #1 - Low,NEAR ENTRANCE ON SHERIDAN,4913 N SHERIDAN RD,<2.0,4/24/17,,,,,,,,,<2.0,,
BUTTERNUT,Butternut  #1 - High,BETWEEN TWO PLAY AREAS,5324 S WOODLAWN AVE,<2.0,4/15/17,,,<2.0,6/30/17,,,,,-,,
BUTTERNUT,Butternut  #1 - Low,BETWEEN TWO PLAY AREAS,5324 S WOODLAWN AVE,<2.0,4/15/17,,,<2.0,6/30/17,,,,,-,,
CALIFORNIA,California  #1 - High,Behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
CALIFORNIA,California  #1 - Middle,Behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
CALIFORNIA,California  #1 - Low,Behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
CALIFORNIA,California  #2 - High,On pool deck,3843 N CALIFORNIA AVE,<2.0,5/31/17,,,,,,,,,0.137,,
CALIFORNIA,California  #2 - Low,On pool deck,3843 N CALIFORNIA AVE,<2.0,5/31/17,,,,,,,,,<0.12,,
CALIFORNIA,California  #3,Beside pool locker rooms,3843 N CALIFORNIA AVE,9.97,5/31/17,,,30.3,8/15/17,,,,,29.5,18,9.4
CALIFORNIA,California  #4,"At playground, west of tennis courts",3843 N CALIFORNIA AVE,<2.0,4/15/17,,,89.1,6/24/17,,,,,-,,
CALIFORNIA,California  #5,,3843 N CALIFORNIA AVE,<2.0,4/15/17,,,4.39,6/24/17,,,,,-,,
CALUMET,Calumet  #1,IN SERVICE YARD,9801 S AVENUE G,<2.0,4/10/17,,,<2.0,5/20/17,,,,,-,,
CALUMET,Calumet  #2,"ON FOREMAN, WEST OF HELOPAD ENTRANCE",9801 S AVENUE G,<2.0,4/10/17,,,4.98,5/20/17,4,7/11/17,,,16,<2.0,<2.0
CALUMET,Calumet  #3,ACROSS FROM SERVICE YARD,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #4 - High,CALUMET COMFORT STATION,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #4 - Low,CALUMET COMFORT STATION,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #5,100 YARDS SOUTH OF COMFORT STATION,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #6,NORTH OF FIELDHOUSE ON PATH,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #7,WEST SIDE OF FIELDHOUSE,9801 S AVENUE G,6.44,4/10/17,,,,,,,,,7.2,,
CALUMET,Calumet  #8,EAST SIDE OF FIELDHOUSE,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,9.2,,
CALUMET,Calumet  #9,EAST OF FIELDHOUSE ACROSS STREET,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,9.7,,
CALUMET,Calumet  #10,NORTHWEST OF COASTGUARD ON PATH,9801 S AVENUE G,2.1,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #11 - High,CALUMET PLAYGROUND,9801 S AVENUE G,5.96,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #11 - Low,CALUMET PLAYGROUND,9801 S AVENUE G,5.55,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #12,BEACH HOUSE,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CALUMET,Calumet  #13,FAR SOUTH IN RIGHT FIELD IN GRASS,9801 S AVENUE G,<2.0,4/10/17,,,,,,,,,<2.0,,
CARMEN,Carmen  #1 - High,AT ENTRANCE ON CARMEN,1224 W CARMEN AVE,6.19,5/16/17,,,23.4,7/14/17,,,,,-,,
CARMEN,Carmen  #1 - Low,AT ENTRANCE ON CARMEN,1224 W CARMEN AVE,6.26,5/16/17,,,6.27,7/14/17,,,,,-,,
CARVER (GEORGE WASHINGTON),Carver #1,"NEAR PLAYGROUND, WEST SIDE OF BUILDING, NORTH END OF POOL DECK",939 E 132ND ST,<2.0,5/2/17,,,,,,,,,<2.0,,
CARVER (GEORGE WASHINGTON),Carver #2,SOUTHWEST CORNER OF POOL DECK,939 E 132ND ST,<2.0,5/2/17,,,,,,,,,<2.0,,
CARVER (GEORGE WASHINGTON),Carver #3,"BETWEEN NORTH BASEBALL DIAMONDS, ON 133RD",939 E 132ND ST,-,,,,,,,,,,-,,
CARVER (GEORGE WASHINGTON),Carver #4,"AT NORTHEAST PARK ENTRANCE, NEAR 133RD AND ELLIS",939 E 132ND ST,<2.0,6/3/17,,,,,,,,,13,,
CATALPA,Catalpa  #1,South of park entrance,4330 S KEDVALE AVE,12,4/21/17,,,,,,,,,5.49,,
CEDAR,Cedar  #1 - High,AT ENTRANCE ON WINTHROP,5315 N WINTHROP AVE,4.78,4/25/17,,,,,,,,,<2.0,,
CEDAR,Cedar  #1 - Middle,AT ENTRANCE ON WINTHROP,5315 N WINTHROP AVE,<2.0,4/25/17,,,,,,,,,<2.0,,
CEDAR,Cedar  #1 - Low,AT ENTRANCE ON WINTHROP,5315 N WINTHROP AVE,3.54,4/25/17,,,,,,,,,<2.0,,
CENTRAL,Central  #1 - High,West side of playground,721 N CENTRAL PARK AVE,4,7/7/17,,,2.67,8/12/17,,,,,2,,
CENTRAL,Central  #1 - Low,West side of playground,721 N CENTRAL PARK AVE,4.03,7/7/17,,,5.19,8/12/17,,,,,2.28,,
CHALLENGER,Challenger  #1 - High,At Buena,1100 W IRVING PARK RD,<2.0,5/1/17,,,,,,,,,<2.0,,
CHALLENGER,Challenger  #1 - Middle,At Buena,1100 W IRVING PARK RD,<2.0,5/1/17,,,,,,,,,<2.0,,
CHALLENGER,Challenger  #1 - Low,At Buena,1100 W IRVING PARK RD,<2.0,5/1/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #1 - High,On wall of filter room on pool deck,4701 N ASHLAND AV,<2.0,5/31/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #1 - Low,On wall of filter room on pool deck,4701 N ASHLAND AV,<2.0,5/31/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #2,South end of pool deck,4701 N ASHLAND AV,<2.0,4/25/17,,,67,8/12/17,,,,,25,22,3.3
CHASE (SALMON),Chase  #3,In garden,4701 N ASHLAND AV,10.5,4/25/17,,,,,,,,,11,,
CHASE (SALMON),Chase  #4 - High,Playground,4701 N ASHLAND AV,<2.0,4/25/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #4 - Middle,Playground,4701 N ASHLAND AV,<2.0,4/25/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #4 - Low,Playground,4701 N ASHLAND AV,<2.0,4/25/17,,,,,,,,,<2.0,,
CHASE (SALMON),Chase  #5 - High,At Clark and Leland,4701 N ASHLAND AV,14.3,4/25/17,,,12.1,8/12/17,,,,,42,49,9.5
CHASE (SALMON),Chase  #5 - Low,At Clark and Leland,4701 N ASHLAND AV,13.9,4/25/17,,,24.1,8/12/17,,,,,41,43,9.5
CHESTNUT,Chestnut  #1 - High,BETWEEN BASKETBALL COURT AND PLAYGROUND,7005 S DANTE AVE,4.7,4/15/17,,,3.96,6/30/17,,,,,23.1,53,12
CHESTNUT,Chestnut  #1 - Low,BETWEEN BASKETBALL COURT AND PLAYGROUND,7005 S DANTE AVE,4.86,4/15/17,,,3.91,6/30/17,,,,,23.5,57,11
CHIPPEWA,Chippewa  #1,Southwest of fieldhouse on path,6758 N SACRAMENTO AVE,<2.0,4/12/17,,,,,,,,,0.522,,
CHOPIN (FREDERIC),Chopin  #1,"Northeast entrance of park, on path",3420 N LONG AVE,<2.0,4/4/17,,,,,,,,,0.965,,
CHOPIN (FREDERIC),Chopin  #2,"Middle of park, on path, at Linder",3420 N LONG AVE,<2.0,4/4/17,,,,,,,,,5.2,,
CHOPIN (FREDERIC),Chopin  #3,Playground,3420 N LONG AVE,<2.0,4/4/17,,,,,,,,,0.491,,
CHOPIN (FREDERIC),Chopin  #4,On Roscoe,3420 N LONG AVE,<2.0,4/4/17,,,3.49,9/1/17,,,,,21.5,28.5,3.56
CHURCHILL FIELD,Churchill Field #1 - High,"Northwest corner of park, on Damen",1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,<2.0,,
CHURCHILL FIELD,Churchill Field #1 - Middle,"Northwest corner of park, on Damen",1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,-,,
CHURCHILL FIELD,Churchill Field #1 - Low,"Northwest corner of park, on Damen",1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,<2.0,,
CHURCHILL FIELD,Churchill Field #2 - High,In dog friendly area,1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,<2.0,,
CHURCHILL FIELD,Churchill Field #2 - Middle,In dog friendly area,1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,<2.0,,
CHURCHILL FIELD,Churchill Field #2 - Low,In dog friendly area,1825 N DAMEN AVE,<2.0,4/21/17,,,,,,,,,<2.0,,
CLAREMONT,Claremont  #1 - High,North of Entrance,2342 W FLOURNOY ST,<2.0,4/7/17,,,,,,,,,1.11,,
CLAREMONT,Claremont  #1 - Middle,North of Entrance,2342 W FLOURNOY ST,<2.0,4/7/17,,,,,,,,,1.1,,
CLAREMONT,Claremont  #1 - Low,North of Entrance,2342 W FLOURNOY ST,<2.0,4/7/17,,,,,,,,,0.893,,
CLARENDON COMM. CTR.,Clarendon  #1,"NORTHWEST CORNER OF PARK, ON CLARENDON",4501 N CLARENDON AVE,2.42,4/22/17,,,,,,,,,<2.0,,
CLARENDON COMM. CTR.,Clarendon  #2,"NORTH SIDE OF FIELDHOUSE ON PATIO, BEHIND BASEBALL DIAMOND",4501 N CLARENDON AVE,2.61,4/22/17,,,6.84,,,,,,45,75,14
CLARENDON COMM. CTR.,Clarendon  #3 - High,"CLARENDON DOG PARK NORTH OF SERVICE YARD, EAST OF MARINE DRIVE",4501 N CLARENDON AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
CLARENDON COMM. CTR.,Clarendon  #3 - Low,"CLARENDON DOG PARK NORTH OF SERVICE YARD, EAST OF MARINE DRIVE",4501 N CLARENDON AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
CLARENDON COMM. CTR.,Clarendon  #4 - High,NORTHWEST OF PLAYGROUND,4501 N CLARENDON AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
CLARENDON COMM. CTR.,Clarendon  #4 - Middle,NORTHWEST OF PLAYGROUND,4501 N CLARENDON AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
CLARENDON COMM. CTR.,Clarendon  #4 - Low,NORTHWEST OF PLAYGROUND,4501 N CLARENDON AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
CLARK (JOHN),Clark (John) #1,Southeast side of fieldhouse,4615 W JACKSON BLVD,<2.0,4/8/17,,,,,,,,,0.291,,
CLARK (JOHN),Clark (John) #2,Pool Deck,4615 W JACKSON BLVD,7.56,7/22/17,,,,,,,,,-,,
CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #1 - High,3rd base line behind home,3400 N ROCKWELL AVE,<2.0,4/18/17,,,,,,,,,<0.124,,
CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #1 - Low,3rd base line behind home,3400 N ROCKWELL AVE,<2.0,4/18/17,,,,,,,,,<0.127,,
CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #2 - High,1st base line behind home,3400 N ROCKWELL AVE,<2.0,4/18/17,,,,,,,,,0.994,,
CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #2 - Low,1st base line behind home,3400 N ROCKWELL AVE,<2.0,4/18/17,,,,,,,,,0.291,,
CLOVER,Clover  #1 - High,Center of park,2210 N SOUTHPORT AVE,7.99,4/24/17,,,,,,,,,66,23,120
CLOVER,Clover  #1 - Low,Center of park,2210 N SOUTHPORT AVE,7.82,4/24/17,,,,,,,,,58,56,15
CLYBOURN (ARCHIBALD),Clybourn  #1 - High,ON CLYBOURN,1755 N CLYBOURN AVE,3.12,4/24/17,,,163,8/1/17,,,,,30,27,3.9
CLYBOURN (ARCHIBALD),Clybourn  #1 - Low,ON CLYBOURN,1755 N CLYBOURN AVE,3.12,4/24/17,,,120,8/1/17,,,,,31,26,5.2
COCHRAN (JOHN),Cochran  #1 - High,NORTHEAST CORNER OF PARK,5554 N MAGNOLIA AVE,7,4/24/17,,,5.48,7/14/17,,,,,41,48,12
COCHRAN (JOHN),Cochran  #1 - Low,NORTHEAST CORNER OF PARK,5554 N MAGNOLIA AVE,7.49,4/24/17,,,5.08,7/14/17,,,,,42,47,12
COLE (NAT KING),Cole  #1,NORTH SIDE OF PLAYGROUND,361 E 85TH ST,<2.0,4/14/17,,,17.4,6/30/17,,,,,42.4,14,3.1
COLE (NAT KING),Cole  #2 - High,SPRAYPOOL,361 E 85TH ST,<2.0,4/14/17,,,,,,,,,0.599,,
COLE (NAT KING),Cole  #2 - Middle,SPRAYPOOL,361 E 85TH ST,<2.0,4/14/17,,,,,,,,,0.388,,
COLE (NAT KING),Cole  #2 - Low,SPRAYPOOL,361 E 85TH ST,<2.0,4/14/17,,,,,,,,,0.519,,
COLE (NAT KING),Cole  #3,NEAR PARK ENTRANCE AT 85TH AND KING,361 E 85TH ST,<2.0,4/14/17,,,12.7,6/30/17,<2.0,7/25/17,,,140,11,<2.0
COLE (NAT KING),Cole  #4,OFF PATH ON 86TH AND CALUMET,361 E 85TH ST,<2.0,4/14/17,,,<2.0,6/30/17,,,,,15.5,<2.0,<2.0
COLEMAN (BESSIE),Coleman  #1,EAST SIDE AT 54TH CUL-DE-SAC,5445 S DREXEL AVE,2.12,4/15/17,,,<2.0,6/30/17,,,,,27.9,2.9,<2.0
COLISEUM,Coliseum  #1 - High,Dog park,1466 S WABASH AV,<2.0,4/18/17,,,,,,,,,2.1,,
COLISEUM,Coliseum  #1 - Low,Dog park,1466 S WABASH AV,<2.0,4/18/17,,,,,,,,,<2.0,,
COLISEUM,Coliseum  #1 - Dog,Dog park,1466 S WABASH AV,2.17,4/18/17,,,,,,,,,<2.0,,
COLISEUM,Coliseum  #2,Wabash entrance - south,1466 S WABASH AV,<2.0,4/18/17,,,,,,,,,<2.0,,
COLUMBUS (CHRISTOPHER),Columbus  #1,"At tennis courts, 210' east of Austin, 50' south of Adams",500 S CENTRAL AVE,6.53,4/6/17,,,,,,,,,6.5,,
COLUMBUS (CHRISTOPHER),Columbus  #2,"At basketball courts, 73' west of Central, 73' south of Quincy",500 S CENTRAL AVE,<2.0,4/6/17,,,,,,,,,0.436,,
COLUMBUS (CHRISTOPHER),Columbus  #3,"50' south of Jackson, 190' west of Refectory Drive",500 S CENTRAL AVE,<2.0,4/6/17,,,,,,,,,2.26,,
COLUMBUS (CHRISTOPHER),Columbus  #4,20' west of the golf starters shack on golf course,500 S CENTRAL AVE,<2.0,4/6/17,,,,,,,,,1.5,,
COLUMBUS (CHRISTOPHER),Columbus  #5,73' west of Central at the shelter at Gladys,500 S CENTRAL AVE,<2.0,4/7/17,,,,,,,,,0.593,,
COLUMBUS (CHRISTOPHER),Columbus  #6,"At comfort station, south of golf course parking lot",500 S CENTRAL AVE,<2.0,4/7/17,,,,,,,,,14,,
COLUMBUS (CHRISTOPHER),Columbus  #7 - High,"At Van Buren playground, 200' west of Central, 80' north of parking low",500 S CENTRAL AVE,<2.0,4/7/17,,,,,,,,,0.491,,
COLUMBUS (CHRISTOPHER),Columbus  #7 - Low,"At Van Buren playground, 200' west of Central, 80' north of parking low",500 S CENTRAL AVE,2.5,4/7/17,,,,,,,,,0.283,,
COLUMBUS (CHRISTOPHER),Columbus  #8 - High,"On path that connects parking lot with fieldhouse, 90' west of Central",500 S CENTRAL AVE,4.98,4/7/17,,,,,,,,,6.96,,
COLUMBUS (CHRISTOPHER),Columbus  #8 - Low,"On path that connects parking lot with fieldhouse, 90' west of Central",500 S CENTRAL AVE,4.38,4/7/17,,,,,,,,,7.09,,
COLUMBUS (CHRISTOPHER),Columbus  #9,"On swimming pool deck, 15' northeast of pool fence, 100' from pool building",500 S CENTRAL AVE,<2.0,4/7/17,,,,,,,,,3.08,,
COLUMBUS (CHRISTOPHER),Columbus  #10 - High,"Between synthetic baseball and football fields, 35' northwest of 1st base line",500 S CENTRAL AVE,<2.0,4/7/17,,,3.38,8/12/17,,,,,2.44,,
COLUMBUS (CHRISTOPHER),Columbus  #10 - Low,"Between synthetic baseball and football fields, 35' northwest of 1st base line",500 S CENTRAL AVE,<2.0,4/7/17,,,2.45,8/12/17,,,,,-,,
COLUMBUS (CHRISTOPHER),Columbus  #11 - High,"at Harrison CTA stop, 190' west of Central",500 S CENTRAL AVE,3.02,4/7/17,,,<2.0,8/12/17,,,,,-,,
COLUMBUS (CHRISTOPHER),Columbus  #11 - Low,"at Harrison CTA stop, 190' west of Central",500 S CENTRAL AVE,3.29,4/7/17,,,,,,,,,2.05,,
COMMERCIAL CLUB PGD. of CHICAGO,Commercial Club  #1 - High,North side of playground near park entrance,1845 W RICE ST,<2.0,4/4/17,,,,,,,,,0.661,,
